iteration,Accuracy
0,0.2988098540175243
1,0.8764237900930729
2,0.7442383017612493
3,0.9133958361725496
4,0.5573554805557114
5,0.7858952549682944
6,0.6087598303685235
7,0.8607238999206356
8,0.734235736445916
9,0.4945543165438789
10,0.6340831001835803
11,0.9078246927634058
12,0.9261834521127777
13,0.27766516221611176
14,0.6811839731924547
15,0.5248149365485286
16,0.27766516221611176
17,0.8597102796995376
18,0.6615582687328144
19,0.9118765281663608
20,0.8861736718480693
21,0.737781322901051
22,0.7580410610785548
23,0.7410733439687032
24,0.5388690967685044
25,0.27766516221611176
26,0.916309232730217
27,0.5132931433931105
28,0.8852880768953272
29,0.9079524775334494
