iteration,Accuracy
0,0.706559960793923
1,0.5819634403332516
2,0.4534768275749408
3,0.6846147512864494
4,0.5196603446867598
5,0.6993590459854611
6,0.5318946009964878
7,0.7130765335293637
8,0.7122785591766725
9,0.468108012741975
10,0.6667812137547987
11,0.5941951482479786
12,0.7072484848484849
13,0.6833559748427673
14,0.7259927795474965
15,0.5855078003757249
16,0.6787830433717227
17,0.6937593073593074
18,0.5372674671240709
19,0.503316376705056
20,0.5069726700971984
21,0.7039330882953524
22,0.7238225271583761
23,0.7209647962100793
24,0.6835840235236462
25,0.4798821857387895
26,0.7133056277056278
27,0.7158205668545291
28,0.7329672792616189
29,0.5585301641754473
