iteration,Accuracy
0,0.6982081388613695
1,0.7034803721052704
2,0.6894759312353832
3,0.6730474241376582
4,0.6976658522999089
5,0.6346864247324022
6,0.6271523489568646
7,0.6462111788532245
8,0.6722780222962383
9,0.7052207900606782
10,0.6685654434689889
11,0.7003448406579844
12,0.706574186724999
13,0.6265637140376825
14,0.6907760275877359
15,0.6414603750728041
16,0.7062057116674886
17,0.643242506338022
18,0.6376782756558176
19,0.6963309926585745
20,0.6642248369442425
21,0.6511844577099113
22,0.6546073512522066
23,0.6548669107665691
24,0.7045000553361744
25,0.7052254217788134
26,0.7043749134196196
27,0.6957608984143914
28,0.6937725120552928
29,0.6695063345911231
