iteration,Accuracy
0,0.5826475863758882
1,0.5598981295434126
2,0.6169417953116068
3,0.5851629829290206
4,0.5843626562117128
5,0.6468920362656212
6,0.5344070570938495
7,0.3478508862206976
8,0.6225424487462223
9,0.5650443845462714
10,0.5509842358898963
11,0.6562654251408968
12,0.598651572327044
13,0.5133735195621988
14,0.4804526341582946
15,0.42718307604345335
16,0.605510218083803
17,0.5941927305399004
18,0.5698460181328107
19,0.6604949767213919
20,0.7194794086416728
21,0.7333097443437067
22,0.5783045332026464
23,0.4253535244629584
24,0.6237995916033652
25,0.6052823654333088
26,0.5403536388140162
27,0.6273443437066079
28,0.38968912848158127
29,0.6997011190067793
