iteration,Accuracy
0,0.5966915878822177
1,0.6622503544399316
2,0.6930286064682778
3,0.554557758189088
4,0.6352657962690196
5,0.6607949840362639
6,0.6238221604813046
7,0.6820438251980907
8,0.665177307603392
9,0.6666604885362035
10,0.617124685611867
11,0.7006692893124793
12,0.6360792244866021
13,0.6507765852285112
14,0.6714761838735289
15,0.6681876969998579
16,0.5395104294178199
17,0.6394580933981816
18,0.6550291338720035
19,0.646769692432565
20,0.6520048427152865
21,0.554557758189088
22,0.6634044548658478
23,0.6072291058261077
24,0.6464336581991228
25,0.5613015761530529
26,0.645733782130075
27,0.6812813779156618
28,0.6849661455155884
29,0.5882374887700323
