iteration,Accuracy
0,0.5251472351547823
1,0.4424993220615862
2,0.6116831495548476
3,0.48308081352609655
4,0.6189993955729804
5,0.5867624601813282
6,0.7059924528301887
7,0.6200280323450136
8,0.6769540798823818
9,0.5665304255492934
10,0.3478508862206976
11,0.7002723515478232
12,0.6835829126847994
13,0.710905889079474
14,0.7162786898635956
15,0.6241437556154538
16,0.7291950665686515
17,0.5696161398350078
18,0.7002750959732091
19,0.5941941680960549
20,0.6847290370007351
21,0.7303374663072776
22,0.7185662337662337
23,0.7154776443682105
24,0.7215356366903537
25,0.7069062157967818
26,0.7075911459609573
27,0.6871298864657355
28,0.6904428653107899
29,0.6287170791472678
