iteration,Accuracy
0,0.6731378018253757
1,0.6583315203845366
2,0.639687511835725
3,0.6513582647831114
4,0.6743938682838188
5,0.6529179275242025
6,0.6663684866402968
7,0.7052277441363144
8,0.7051396752721707
9,0.6514532814124293
10,0.6860205907733817
11,0.6618077136480334
12,0.650482264815087
13,0.6962104825407138
14,0.6518310283917681
15,0.665745091735056
16,0.6533675075420113
17,0.6620626358856831
18,0.6524706483546173
19,0.7042242765644582
20,0.6414997713957195
21,0.649170581353164
22,0.6532076030615066
23,0.7042381807414821
24,0.6977863616658846
25,0.7044212600855999
26,0.65939986987306
27,0.6370710993097519
28,0.6602341582498682
29,0.6928316211748361
